SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
LUX.3.0.0.0.OUTGI,LUX,3,0,0,0,OUTGI,Luxembourg,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2124041,41.1686378,43.3408679,46.6406846,48.3222885,48.9113639,50.6555839,57.3581071,61.1340077,64.3030401,65.5351177,62.9358249,64.4350179,65.0577577,70.9183527,72.324718,72.0093891,73.7997519,75.0414218,75.9946657,77.3358132,80.5248231,84.1164693,87.6891478,91.7648504,100,96.5158459,99.7496222,104.7981031,105.6134071,109.8325807,112.4383476,,,,,,,
HUN.3.0.0.0.OUTGI,HUN,3,0,0,0,OUTGI,Hungary,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.363807,48.2847532,48.7622893,53.8354653,53.7011088,55.7518447,58.705848,67.9406085,67.8639566,70.1190353,74.5651657,81.3516614,78.6904914,77.5035702,74.5965686,73.2168731,74.9233289,73.4026514,76.3760679,80.537737,85.0445853,80.9326728,85.0826077,89.0287178,93.6193503,100,100.9012746,105.2902495,101.2034519,95.8704487,98.8635841,101.2478897,,,,,,,
MLT.3.0.0.0.OUTGI,MLT,3,0,0,0,OUTGI,Malta,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9801796,37.4520968,38.9808214,39.4430493,40.5038765,41.3949846,42.9360845,43.7619969,50.2794422,46.1373621,48.3152943,49.390079,50.4296343,54.2635742,52.2954257,54.2686203,56.7227304,59.6312445,61.0381015,65.0373608,68.6585902,67.1262038,70.3920606,80.3992564,85.1129772,100,106.5888457,106.371175,110.0397073,121.4336914,119.3046931,122.8604327,,,,,,,
NLD.3.0.0.0.OUTGI,NLD,3,0,0,0,OUTGI,Netherlands,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9905953,60.4298528,61.0674132,62.7039227,64.6106304,66.5587074,70.3196654,72.2481802,74.361351,74.0855764,73.6320958,77.548916,79.2634983,82.7468668,87.6713146,90.0976355,89.6103187,88.7026469,88.5998007,88.7669079,88.0256441,87.7316151,88.0837366,89.6374421,91.2224386,100,102.2875702,101.0667413,100.7709124,103.3051419,105.5002443,108.9507858,,,,,,,
AUT.3.0.0.0.OUTGI,AUT,3,0,0,0,OUTGI,Austria,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.1037288,65.5140938,63.1428672,65.3231936,67.6496641,68.2529649,69.6119997,70.5712531,72.002744,77.9672259,75.3299316,76.7337971,77.6083073,80.2490902,83.8280575,83.6943448,82.9037712,84.2320115,85.3996756,86.3223829,85.5788874,86.8177902,87.7477093,89.1517224,90.8746903,100,102.8452939,102.8633634,100.5656682,105.709393,105.1428462,105.9030857,,,,,,,
POL.3.0.0.0.OUTGI,POL,3,0,0,0,OUTGI,Poland,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0355587,41.0563696,39.8469185,40.2809669,41.4402655,42.9276224,45.2602353,46.8673131,48.8846979,49.0306166,51.9930656,55.5820199,57.5372672,61.9201413,64.3554522,68.0248386,68.4334746,67.6541858,68.4138081,71.1804551,72.5648539,74.016764,78.2698304,83.255912,88.0539396,100,97.7845708,101.0984368,108.8133403,118.0376455,123.0047764,127.3044794,,,,,,,
PRT.3.0.0.0.OUTGI,PRT,3,0,0,0,OUTGI,Portugal,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3735762,66.697322,70.1910334,75.303408,78.4240308,81.4515847,86.1605483,86.3273927,89.4188537,93.0143337,94.8305991,92.5510074,92.8259753,94.9818978,102.6612591,108.1894189,99.3670942,91.6843472,93.220167,97.4569657,92.4393725,87.8022181,92.8979329,91.5330017,93.143151,100,102.571598,102.4321195,100.7617728,103.8748303,108.745834,113.5554538,,,,,,,
ROM.3.0.0.0.OUTGI,ROM,3,0,0,0,OUTGI,Romania,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1152434,39.9776318,36.6333242,37.5373437,40.4584257,41.9235693,41.9490486,43.7229717,45.0945931,49.2811676,51.4435958,59.9610771,68.00186,74.7046639,72.2091271,68.8459697,68.9817478,66.4828484,66.3883856,69.1091732,72.3432928,72.4167752,76.0136615,82.8741704,90.4049176,100,100.8049791,107.2608501,108.1770012,115.7962091,115.9198088,117.1035583,,,,,,,
SVN.3.0.0.0.OUTGI,SVN,3,0,0,0,OUTGI,Slovenia,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8145974,48.6652721,51.1214092,54.0920063,57.7958122,60.5540475,64.1874489,64.5657133,66.6663567,69.0860156,71.5399087,74.4535426,76.0123677,82.0053482,83.6926773,85.327923,86.6368484,81.4946724,92.8888487,81.8352299,81.9568671,80.0955992,80.8520349,84.3056139,87.5148274,100,105.0253959,103.1386544,102.4572054,104.5775809,109.2843376,112.9973926,,,,,,,
SVK.3.0.0.0.OUTGI,SVK,3,0,0,0,OUTGI,Slovakia,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0447127,52.8884605,51.1476131,50.2011475,51.5385025,56.7651335,50.1728099,52.6155981,48.784142,49.6251416,54.5743772,58.3664124,60.7890129,65.2068994,73.272309,74.4714602,75.3769285,74.6483581,77.0220326,80.8181046,89.9386003,84.8594977,85.3631917,88.7445012,93.3860896,100,106.8994386,102.83995,117.2460653,116.7681659,121.6785752,124.9020337,,,,,,,
FIN.3.0.0.0.OUTGI,FIN,3,0,0,0,OUTGI,Finland,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8728302,27.8544309,29.1708776,29.761979,31.0457997,32.5252952,33.6720925,36.052371,38.4187167,39.5077246,42.5808463,44.5004197,46.9356858,48.0349309,48.362881,52.697915,58.4973806,61.1783229,61.1184707,62.1717616,63.3289456,63.6000496,63.5138814,62.9880222,64.6471141,64.3073762,65.2833121,68.9139861,71.9500162,74.6938336,76.7296767,78.4045416,80.0572435,83.0555169,86.6710839,89.1664605,90.835463,92.5796871,94.3458955,94.8398024,92.2401193,93.624325,92.8696119,93.7627277,95.1352779,100,100.5089628,96.581945,100.611166,102.8648217,103.8079735,104.0189139,,,,,,,
SWE.3.0.0.0.OUTGI,SWE,3,0,0,0,OUTGI,Sweden,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0145301,65.740837,63.7067065,62.2661061,61.8026871,62.4504736,65.2209328,65.0292664,66.1535844,68.7046575,71.5216776,73.0147964,74.4305897,76.3765055,76.2316028,77.2405621,77.9190789,79.6444717,80.8763394,82.8672257,85.8296387,86.9840948,88.4777164,90.8134806,92.1432265,94.8310673,95.4435695,100,99.9677453,98.7180766,99.0716593,101.5017475,101.3604833,102.0614352,,,,,,,
MKD.3.0.0.0.OUTGI,MKD,3,0,0,0,OUTGI,North Macedonia,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9883831,92.0089563,100,96.2793102,96.1401322,102.2494868,108.4404075,102.5295399,102.837174,,,,,,,
SRB.3.0.0.0.OUTGI,SRB,3,0,0,0,OUTGI,Serbia,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.4701144,75.257629,74.4840553,79.8361269,86.3469813,100,104.8010649,106.9898523,102.5845279,NA,NA,NA,,,,,,,
TUR.3.0.0.0.OUTGI,TUR,3,0,0,0,OUTGI,Türkiye,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0575581,57.6874163,61.7709209,64.8004804,70.0896287,72.2389174,76.799045,84.922193,91.0930371,94.1128406,98.0857538,100,99.4171311,92.4327562,119.0825869,NA,NA,NA,,,,,,,
ISL.3.0.0.0.OUTGI,ISL,3,0,0,0,OUTGI,Iceland,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1742253,46.991769,49.5664626,51.8076796,54.4292891,57.7729571,60.5602681,63.1328579,65.6928601,70.7227268,97.5266175,72.1358587,68.773277,71.8355157,67.4239546,68.821461,72.1333311,70.8294586,82.8410759,82.7441123,87.2607099,89.6916107,100,101.6716107,99.5837965,102.7356423,103.4661503,101.0335363,103.8844387,,,,,,,
NOR.3.0.0.0.OUTGI,NOR,3,0,0,0,OUTGI,Norway,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7535126,52.9941351,54.3056749,58.5649686,58.3147283,53.6489902,56.5696475,61.5680801,63.6926458,62.6029944,59.7558455,58.0734713,60.2779092,59.596697,68.5578631,67.7201677,66.7643182,67.433876,69.9838371,74.3971257,80.8765194,85.8731783,86.1565124,84.1295433,89.505278,100,85.1134973,70.7766668,85.9875919,91.8467396,92.5905455,93.4779611,,,,,,,
CHE.3.0.0.0.OUTGI,CHE,3,0,0,0,OUTGI,Switzerland,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5912787,55.0259735,56.2421962,57.4678061,59.6396533,60.2580987,60.0888821,64.895155,63.5748307,64.8543295,65.2242409,63.9965498,64.362925,67.6040638,70.4191069,72.1360337,73.6332102,75.4048782,79.205666,80.3025968,82.5361913,84.5599942,85.9823037,86.7441911,88.531436,100,98.331573,93.0077912,94.7943127,95.1653256,98.14825,98.4521951,,,,,,,
JPN.3.0.0.0.OUTGI,JPN,3,0,0,0,OUTGI,Japan,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8748316,35.9420513,36.9727592,37.431641,38.3320533,39.6540366,41.9701585,43.9725077,45.1753812,48.1111287,49.8341686,52.2783475,55.6739382,57.2920534,59.9537931,62.8132182,61.9792649,73.2565402,65.8982171,68.6417678,67.9795175,68.9402781,69.6633969,69.251308,72.3219564,72.2066724,73.1207139,74.3467744,79.7782744,81.1226153,82.903241,84.0207167,86.0608295,85.5370475,84.5442168,85.0825278,85.4591058,86.3353158,87.3941897,100,98.117176,97.5404746,92.8082914,93.4385307,95.1798629,96.0170293,,,,,,,
USA.3.0.0.0.OUTGI,USA,3,0,0,0,OUTGI,United States,02 Expenditure (ESA 2010),"Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010 ",(National currency: 2020 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3284192,19.1029557,20.008068,20.3015381,20.9089821,22.4051035,22.5886421,22.9223335,23.4273862,23.9399748,25.1548151,25.6479245,26.6230827,27.8157401,28.5493735,30.1857491,31.6932927,32.7267801,33.2672875,34.442693,36.1772688,36.9480141,39.4679263,40.1437193,40.7846128,41.5172084,42.4829602,43.1234477,44.3371637,46.4147252,48.2369249,51.1752296,54.2737035,56.6385067,58.4754677,60.5418372,61.5815334,64.0027503,68.7763622,73.0632488,74.6619221,73.3969812,71.6588848,70.8836792,71.3695493,72.8055901,74.3969771,75.4279391,77.3531016,80.3292007,100,101.7207877,86.7072328,89.4125525,91.3966604,93.4170557,94.4237502,,,,,,,
EU27.1.0.0.0.UBLG,EU27,1,0,0,0,UBLG,European Union,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-455.3885,-285.0779,-206.6869,-169.77,-111.409,-95.6413,-161.0909,-237.7073,-275.7574,-251.3866,-228.9206,-145.5811,-62.2238,-232.2214,-645.6022,-664.604,-464.1378,-427.2584,-357.4276,-290.4194,-233.7938,-171.5623,-114.3223,-54.0494,-65.667,-907.3335,-683.5001,-519.2302,-595.498,-568.0722,-619.7944,-648.9295,,,,,,,
EU15.1.0.0.0.UBLG,EU15,1,0,0,0,UBLG,European Union (15 countries),03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-490.479,-312.004,-223.029,-160.714,-87.476,-51.891,-135.58,-247.398,-306.848,-291.13,-265.149,-181.744,-106.718,-303.065,-756.943,-775.962,-556.313,-556.115,-433.657,-382.979,-332.318,-233.519,-162.051,-100.108,-113.346,-1113.192,-822.18,-586.407,-682.929,-649.452,-677.844,-677.06,,,,,,,
EA19.1.0.0.0.UBLG,EA19,1,0,0,0,UBLG,Euro area (19 countries),03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-421.3702,-262.6517,-189.6886,-157.9175,-103.3947,-92.3486,-147.3773,-209.5729,-247.0187,-236.0341,-225.0577,-141.8459,-70.1745,-218.1528,-584.0141,-606.5979,-417.4855,-382.4377,-320.4752,-258.5429,-212.2241,-160.811,-114.6379,-52.6411,-66.4028,-807.5504,-641.5382,-475.3758,-514.9188,-466.5537,-502.6055,-528.3431,,,,,,,
EA20.1.0.0.0.UBLG,EA20,1,0,0,0,UBLG,Euro area,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-421.4557,-263.5747,-189.4018,-158.1062,-105.333,-94.4307,-148.5598,-210.8931,-248.444,-237.9717,-226.1746,-142.601,-71.1168,-219.2839,-587.22,-609.5519,-420.9175,-384.8879,-322.9517,-260.8458,-213.8219,-161.3066,-114.3658,-52.6635,-66.2786,-811.2206,-643.0427,-475.2941,-515.5366,-468.5796,-505.0536,-530.8349,,,,,,,
EA12.1.0.0.0.UBLG,EA12,1,0,0,0,UBLG,Euro area (12 countries),03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-419.2805,-260.1213,-186.5782,-155.3848,-99.9982,-87.618,-143.3504,-205.5754,-244.2569,-233.8112,-223.0708,-139.7542,-69.3896,-213.3137,-570.7849,-594.7991,-407.9293,-373.0719,-311.8488,-251.8365,-208.0761,-158.09,-114.6297,-51.3658,-66.0624,-790.5363,-628.5796,-469.0264,-503.7582,-457.3155,-491.6161,-515.8778,,,,,,,
BEL.1.0.0.0.UBLG,BEL,1,0,0,0,UBLG,Belgium,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.4896,-8.5769,-4.821,-2.3841,-1.571,-0.2033,0.6155,-0.1194,-5.242,-0.7085,-8.4175,0.779,0.2283,-3.8528,-18.9435,-15.0133,-16.822,-16.8694,-12.4838,-12.8581,-10.2861,-10.4153,-3.3847,-4.817,-9.8191,-41.8985,-27.3361,-20.4052,-24.421,-27.7487,-34.40917,-36.18189,,,,,,,
BGR.1.0.0.0.UBLG,BGR,1,0,0,0,UBLG,Bulgaria,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0702,-0.1774,0.2882,0.356,0.0382,0.0305,0.2103,-0.3611,-0.0138,0.7356,0.7565,1.4301,-0.0066,1.034,-3.2488,-2.7437,-1.4174,-0.6665,-0.598,-4.5277,-1.6652,0.3033,1.6676,1.8982,2.5798,-4.6317,-5.5354,-4.9677,-3.6783,-6.1582,-6.12642,-6.394439,,,,,,,
CZE.1.0.0.0.UBLG,CZE,1,0,0,0,UBLG,Czechia,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-197.376,-54.777,-62.178,-89.762,-69.842,-85.116,-149.203,-171.596,-194.777,-74.261,-100.666,-77.165,-26.144,-80.705,-215.277,-167.132,-111.059,-161.338,-54.135,-91.652,-30.969,33.169,75.634,48.269,16.651,-329.285,-312.308,-216.345,-286.066,-177.173,-192.28,-195.3199,,,,,,,
DNK.1.0.0.0.UBLG,DNK,1,0,0,0,UBLG,Denmark,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.292,-26.061,-13.953,-3.353,13.2,23.758,15.44,3.552,2.004,33.738,82.711,89.09,92.523,62.661,-47.496,-45.695,-32.636,-60.62,-18.265,28.278,-18.171,6.355,36.983,18.182,98.663,8.434,105.216,97.945,92.724,133.229,47.0409,18.8159,,,,,,,
DEU.1.0.0.0.UBLG,DEU,1,0,0,0,UBLG,Germany,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.572,-44.339,-54.189,-46.175,-179.29,-70.169,-59.551,-53.582,-38.771,-36.509,-68.602,-90.85,-85.812,-78.445,-78.396,-42.584,3.937,-6.809,-79.207,-115.62,-23.074,-1.521,3.512,21.832,28.239,36.237,44.571,64.668,46.95,-151.132,-116.436,-84.875,-103.799,-118.777,-118.1495,-130.2064,,,,,,,
EST.1.0.0.0.UBLG,EST,1,0,0,0,UBLG,Estonia,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.0128,0.097,-0.0386,-0.1784,-0.0042,0.0187,0.0349,0.1582,0.2362,0.1319,0.3864,0.4411,-0.4394,-0.386,-0.0621,0.1042,-0.071,-0.0417,0.1754,0.0523,-0.0191,-0.1279,-0.1526,-0.0311,-1.511,-0.8082,-0.3915,-1.1986,-0.6014,-0.56697,-1.05592,,,,,,,
IRL.1.0.0.0.UBLG,IRL,1,0,0,0,UBLG,Ireland,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1371,-0.1189,0.953,1.6659,3.282,5.2678,1.1712,-0.7063,0.5038,2.0286,2.6745,5.1321,0.5278,-13.167,-23.5172,-53.7641,-23.3201,-14.8635,-11.4804,-7.0555,-5.3718,-2.1022,-0.9175,0.3148,1.4896,-18.5782,-6.1264,8.692,7.9003,23.1801,4.15186,0.30557,,,,,,,
GRC.1.0.0.0.UBLG,GRC,1,0,0,0,UBLG,Greece,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.056,-8.406,-6.947,-7.852,-7.751,-5.739,-8.319,-9.847,-14.009,-17.101,-12.329,-12.954,-15.607,-24.625,-36.141,-25.544,-21.364,-17.311,-24.218,-6.642,-10.356,0.368,1.283,1.628,1.525,-16.019,-13.044,-5.104,-3.042,3.181,1.67107,3.57032,,,,,,,
ESP.1.0.0.0.UBLG,ESP,1,0,0,0,UBLG,Spain,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.267,-28.681,-20.028,-14.594,-7.382,-7.52,-3.189,-2.356,-3.009,-0.941,11.421,21.322,20.287,-50.731,-120.576,-102.193,-103.575,-119.094,-76.805,-62.716,-57.248,-47.401,-35.903,-30.943,-38.422,-111.897,-82.174,-63.105,-52.669,-50.187,-46.6198,-43.4728,,,,,,,
